Address,Vote,TotalYOU,youInWallet,youInStakinguUSDPool,youInStakinguDEFIPool,youInQuipuswapPool,youInPlentyPool,youInUusdPool
tz1huCEjtBzbYCwqAGNtt1QHS2pbBu72w6cg,1,8783867752996944.65949603985863504305,1404239304172984,7370393300000000,0,0,0.0975729378148752088,9235148823960.56192310204375983425
tz1aCGsujupLsLWEiakxuM36JcbSdxkis7a8,1,9020854695264699,6895264699,8522091100000000,498756700000000,0,0,0
tz1d4649CmmMEzXBWzhTgTkFxy9ATNhb5HC3,1,37311340546088.491097624189560428,0,0,0,0,37311340546088.491097624189560428,0
tz1ZKwZP7CKmyxz8JmLCQJaiD4kFcgvEG2Sp,1,3806623908239342.13528187164717104215,16837808,1454643200000000,2161241081363448,190252818465716.08526778558523137315,0,486791572370.050014086061939669
tz1dBU7YAkrviDyUvZN5aeTZJ9YrmtaDADMG,0,41778845336125748.98647961952666081375,36125747,41778845300000000,0,0,0,1.98647961952666081375
tz1hi1w8by9kZTL8ViAXMKDwkGv2Zx1AeWqq,1,7020667050469456,50469456,5008668300000000,2011998700000000,0,0,0
tz1L8hBVpams2fWFC9kS1sPVxfGY6Hmg5TQ8,0,281120533196.06957416807798393675,121039317247,0,0,0,0,160081215949.06957416807798393675
tz1LjsZbuoeKEqM7ua9r5h5qwBXZD5ahjuaQ,1,2495126339278526.235190991367543152,33385716564228,2169000000000000,289063600000000,0,439294943895.3592365023880779955,3237727770402.8759544889794651565
tz1THJA9U7BwPBF1raQ5cgBX5kpjFE9AKftH,1,2675731178671566,2082744702736,2673648433968830,0,0,0,0
tz1Xy5UM1tC3CFcbPBVq5PjufaxcLjMwfQkE,1,21423188625352.0045478911693374038,88625352,0,21423100000000,0,0.0045478911693374038,0
tz1RAKBnmd1X43pkkGqywYCRgf1Uo6D77zMx,1,32533756540136.0024806679105476748,56540136,0,32533700000000,0,0.0024806679105476748,0
tz2MLcSaGiqRwLXodQaCJxt1bEuq16cuRv4W,1,0,0,0,0,0,0,0
tz1Ssot6go9eTLbtZ5BNDF1LfUUiAEB9CoaN,1,354419432198534,270955785645,354148476412889,0,0,0,0
tz1ed4brTwpFg8hFUJSJ4HqnsC7sEjVesMtb,1,766160323980371.02615037422369007185,15455223980371,750705100000000,0,0,0.02615037422369007185,0
tz1RCcoPQg8NPojtZBdFQmbZFqqasWUk8Yep,1,822319422255217.19214840190450531055,22255217,822319400000000,0,0,0.19214840190450531055,0
tz1NEHwkV74mFgfXZL7twQrKWSCc1py3E9mU,1,2064063424302014,24302014,2064063400000000,0,0,0,0
tz1QDcoGpKhic9RtoHqy5RcfHY4D1tjyD6Y5,1,0,0,0,0,0,0,0
tz1duafqHy827Aw6bbFNVqUbpxphm8MSecwU,1,55004588312633,88312633,55004500000000,0,0,0,0
tz1SGPStfd9v5upQUxRiHPC9666X4FpVAmK4,1,31374730090713.01485109905366957,1158068038788,0,0,0,30216662051925.01485109905366957,0
tz2MzvuRU1GEKi9udpqzLpGYfDoZTiKZ3C4C,1,10668306827583,71929001830,5000000000000,5596377825753,0,0,0
tz1fnJdbPzhMY5sCacyToKKYhwhdnP79G64E,1,1006588986130193,1006588986130193,0,0,0,0,0
tz2XFQiQGgWcQ9yGfBnzmFA6h3QC9PxozCmW,1,1154978970867039,55572801,949664115294238,205314800000000,0,0,0
tz1P4cNkdhXSBSVWNRcr5kDcW6Yh9LEa3pLh,1,1286789627721795.08679702146435474655,27721791,0,1286789600000000,0,4.08679702146435474655,0
tz1WH8q1pXgfrRZQFHu8943JuQyTXQgBWb5G,1,37316903787845803,87845803,31808311300000000,5508592400000000,0,0,0
tz1VTFBKGGD65Cgdcf92piJo3BbMmjuDbf6R,1,17495143047205482.97245823536617745075,339821,17495143046865658,0,0,0,3.97245823536617745075
tz1U9RY2mXmwAaSSm67rEy49N5YE1Rs7K223,1,55617194367095,90207859,55617104159236,0,0,0,0
tz1dx13MqhxT93z5JWoFgHuaRbGAvkt3a1p1,1,18923973268704.2455665266423399477,8992548718,0,15168677655923,3746303064063.2455665266423399477,0,0
tz1SsYVf2h1PLq9gerxgZPaE24wUZ3pt1k6t,1,76714513595438.0010336116293948645,6571113595438,70143400000000,0,0,0.0010336116293948645,0
tz1LHoWVG4uuJpLsQg2gg9UdB5dp68p3Dg4h,1,0,0,0,0,0,0,0
tz1Ma54cPMcobQKkqAP1STzv3YtdY4w525Zh,1,10821006199859928,99859928,10821006100000000,0,0,0,0
tz1i8y93gWJJkqBXzhL7jvK8mEGAxrtMsH1A,1,282332793935280,281188693935280,1144100000000,0,0,0,0
tz1SRcMg9GRXi7paNeAc3ARn23mS3Z5dXa6S,1,708549412489301.1420582037687425232,2572239916750,422418300000000,146914200000000,113682442541270.59618480303803670085,22962230031280.54587340073070582235,0
tz1Mj7RzPmMAqDUNFBn5t5VbXmWW4cSUAdtT,1,130312307820,20494255485,108818052335,1000000000,0,0,0
